"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Assainova, A.; Abykenova, D.; Aubakirova, Z.; Mukhamediyeva, K.; Kozhageldinova, K.","Assainova, Almagul Zhayakovna (57191997928); Abykenova, Dariya Bolatovna (57191992980); Aubakirova, Zhanara (58317786900); Mukhamediyeva, Kymbatsha Maulenovna (57201636364); Kozhageldinova, Kymbat (58317787000)","57191997928; 57191992980; 58317786900; 57201636364; 58317787000","Web Technologies in the Development of Computational Thinking of Students with Mental Disabilities","2023","International Journal of Emerging Technologies in Learning","18","11","","74","92","4","10.3991/ijet.v18i11.38653","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162093345&doi=10.3991%2Fijet.v18i11.38653&partnerID=40&md5=02e9103c5f9e78628ac7980d3de5d514","Computational thinking is an important and necessary part of a modern person’s thinking. It has been proven that the development of this way of thinking in students with mental disabilities allows them to navigate quickly in the modern world, identify problems and create complex solutions. Online schooling during the COVID-19 pandemic demonstrated the possibilities of the usage of web technologies in the education of children with mental disabilities. This study aims to evaluate the impact of web technologies on the development of computational thinking of students with mental disorders. The experiment involved 14 students aged 8–12 and 4 tutors. For 8 weeks children were trained in computational thinking and computer science. Assessment of computational thinking was performed with cCT-test by El-Hamamsi et al. before and after the experiment. After conducting computer science lessons using web technologies the respondents showed a higher level of computational thinking (M=15,7, SD=3,69), compared to the results of preliminary testing (M=5,93, SD=2,3). Web technologies can significantly increase the effectiveness of inclusive pedagogy, which establishes the importance of integrating web technologies into the teaching system in inclusive classes of general education schools. © 2023, International Journal of Emerging Technologies in Learning. All Rights Reserved.","computational thinking; errorless learning; inclusive pedagogy; online education; students with mental disabilities; web 3.0; web technologies","E-learning; Engineering education; Complex solution; Computational thinkings; Errorless learning; Inclusive pedagogy; Mental disabilities; On-line education; Student with mental disability; Ways of thinking; Web 3.0; Web technologies; Students","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85162093345"
"Liu, Z.; Moon, J.","Liu, Zhichun (57216655916); Moon, Jewoong (57203512389)","57216655916; 57203512389","A Framework for Applying Sequential Data Analytics to Design Personalized Digital Game Based Learning for Computing Education","2023","Educational Technology and Society","26","2","","181","197","10","10.30191/ETS.202304_26(2).0013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153232227&doi=10.30191%2FETS.202304_26%282%29.0013&partnerID=40&md5=d9a82e5c0d240f95c6f3151fa447d073","In this study, we have proposed and implemented a sequential data analytics (SDA)-driven methodological framework to design adaptivity for digital game-based learning (DGBL). The goal of this framework is to facilitate children’s personalized learning experiences for K–5 computing education. Although DGBL experiences can be beneficial, young children need personalized learning support because they are likely to experience cognitive challenges in computational thinking (CT) development and learning transfer. We implemented the educational game Penguin Go to test our methodological framework to detect children’s optimal learning interaction patterns. Specifically, using SDA, we identified children’s diverse gameplay patterns and inferred their learning states related to CT. To better understand children’s gameplay performance and CT development in context, we used qualitative data as triangulation. We discuss adaptivity design based on the children’s gameplay challenges indicated by their gameplay sequence patterns. This study shows that SDA can inform what in-game support is necessary to foster student learning and when to deliver such support in gameplay. The study findings suggest design guidelines regarding the integration of the proposed SDA framework. © 2023,Educational Technology and Society. All Rights Reserved.","Adaptivity; Computational thinking; Digital game-based learning; Personalized learning; Sequential data analytics","","Article","Final","","Scopus","2-s2.0-85153232227"
"Alfaro-Ponce, B.; Patiño, A.; Sanabria-Zepeda, J.","Alfaro-Ponce, Berenice (57218391289); Patiño, Azeneth (56938364900); Sanabria-Zepeda, Jorge Carlos (58663027800)","57218391289; 56938364900; 58663027800","Components of computational thinking in citizen science games and its contribution to reasoning for complexity through digital game-based learning: A framework proposal","2023","Cogent Education","10","1","2191751","","","24","10.1080/2331186X.2023.2191751","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150740763&doi=10.1080%2F2331186X.2023.2191751&partnerID=40&md5=d3af1c9867941ae267012ac59a5ace2a","Education has undergone many changes in teaching and learning, intensified by the significant technological developments that have responded to the fourth industrial revolution and other emergent situations. In this context, developing information and communication technologies has become vital in supporting new ways and learning models in the various educational levels to address a complicated environment where individuals must have complex and computational skills to respond to challenges. This study proposes a complex thinking framework that links citizen science and digital game-based learning to develop university students’ computational thinking skills. The results indicate that (a) it is possible to consider the sub-competencies of complex thinking in the design of a digital citizen-science game to develop computational thinking, and (b) the digital game-based learning framework for citizen science topics can potentially increase students’ engagement and teamwork in data collection and analysis while building their knowledge and computational thinking skills, and their complex thinking competency and sub-competencies. © 2023 The Author(s). This open access article is distributed under a Creative Commons Attribution (CC-BY) 4.0 license.","citizen science; computational thinking; Educational innovation; higher education; reasoning for complexity","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85150740763"
"Zhang, X.; Tlili, A.; Guo, J.; Griffiths, D.; Huang, R.; Looi, C.-K.; Burgos, D.","Zhang, Xiangling (57216623644); Tlili, Ahmed (57188567626); Guo, Junhong (58081901400); Griffiths, Dai (7202323200); Huang, Ronghuai (7402950187); Looi, Chee Kit (6701492423); Burgos, Daniel (8937994100)","57216623644; 57188567626; 58081901400; 7202323200; 7402950187; 6701492423; 8937994100","Developing rural Chinese children’s computational thinking through ­game-based learning and parental involvement","2023","Journal of Educational Research","116","1","","17","32","10","10.1080/00220671.2023.2167798","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147034085&doi=10.1080%2F00220671.2023.2167798&partnerID=40&md5=b38457664ed6d9d4c946efb3e9875c90","The lack of teachers and equipment is a major obstacle to the implementation of Computational Thinking (CT) in education, particularly for rural schools. Although CT education has been investigated for many years, less attention has been paid to lower primary schools in rural areas. This study contributes to filling this gap by investigating the impact of three different learning approaches on the CT of grade-two primary school students in a rural area in China. Seventy-seven students were randomly assigned to three learning approaches, namely traditional lectures, Game-Based Learning (GBL) using a newly designed board game in classrooms, and GBL with parental involvement. The findings showed that both GBL approaches (i.e., with and without parents) significantly enhanced the students’ CT skills compared to the traditional approach. The findings also showed that the GBL approach with parental involvement significantly enhanced students’ attitudes toward learning CT compared with the other two approaches. © 2023 Taylor & Francis Group, LLC.","Computational thinking; game-based learning; parental involvement; rural education","","Article","Final","","Scopus","2-s2.0-85147034085"
"Santos, A.I.; Pereira, D.; Botelho, N.; Medeiros, P.; Cascalho, J.M.","Santos, Ana Isabel (58473046700); Pereira, Dora (58046739900); Botelho, Nanci (58046407500); Medeiros, Paulo (57386579600); Cascalho, Jose Manuel (15062374600)","58473046700; 58046739900; 58046407500; 57386579600; 15062374600","Robotics for Young People in AZORESminiBOT","2023","International Journal of Information and Education Technology","13","1","","33","41","3","10.18178/ijiet.2023.13.1.1777","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145944023&doi=10.18178%2Fijiet.2023.13.1.1777&partnerID=40&md5=3607c9c97b99038ebd9bc67a3a8a9782","This paper intends to analyze the implementation of the Festival de Robótica-AZORESminiBOT, a robotics festival for the young which purpose was to create learning experiences that lead to the utilization of robots, promoting coding skills and computational thinking, as well as cooperative problem solving and with the mobilization of knowledge from specific curricular areas. At the same time, we intended to sensitize teachers to the relevance and comprehensiveness that robotic and coding activities can have in an educational environment. The festival took place in a school located at São Miguel Island, Azores. The proposed activities and the participation of the children in the four stations available were evaluated using direct observation and surveys by questionnaire. From the observations made by the researchers and the answers to the questionnaires of the 155 children who participated, 11 teachers, and 22 collaborators who facilitated the activities, it was concluded that the activities implemented were of interest to the children and were considered relevant by the teachers, but some aspects concerning the operation of the robots and the scenarios created should be taken care of in the future so that the pedagogical component is effective and of quality. © 2023 by the authors.","Computational thinking; educational robotics; primary education; programming","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85145944023"
"Zhang, S.; Wong, G.K.W.; Chan, P.C.F.","Zhang, Shuhan (57480370800); Wong, Gary Ka Wai (35103870600); Chan, Peter C.F. (57765826400)","57480370800; 35103870600; 57765826400","Playing coding games to learn computational thinking: What motivates students to use this tool at home?","2023","Education and Information Technologies","28","1","","193","216","22","10.1007/s10639-022-11181-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132877840&doi=10.1007%2Fs10639-022-11181-7&partnerID=40&md5=49d452a8ed27a14864cb8721bcf10cf2","Coding games are widely used to teach computational thinking (CT). Studies have broadly investigated the role of coding games in supporting CT learning in formal classroom contexts, but there has been limited exploration of their use in informal home-based settings. This study investigated the factors that motivated students to use a coding game called Coding Galaxy in a home-based setting. It explored the connections between the students’ perceptions of and usage of the tool. An 11-day intervention was conducted at a primary school in Hong Kong with 104 participants. The students’ perceptions of the game were collected via questionnaires and information on their use of the tool was extracted from log files. Results indicated that coding motivation and feeling of enjoyment were predictors of the actual use of the game, with coding motivation the dominant factor. Focus group interviews were also conducted to further explore the students’ motivation to play the game. Through comparisons of active and inactive users, the qualitative findings supported the quantitative results, indicating that students who were more intrinsically motivated tended to be more active in using the game. The implications of the study for researchers and practitioners in CT education are discussed. © 2022, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.","Coding; Computational thinking; Digital games; K–12 education; Programming","","Article","Final","All Open Access; Bronze Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85132877840"
"Matere, I.M.; Weng, C.; Astatke, M.; Hsia, C.-H.; Fan, C.-G.","Matere, Isaac Manyonge (57213157672); Weng, Cathy (55272873300); Astatke, Melese (57222042000); Hsia, Chih Hsien (7101611943); Fan, Chenguo (57224500637)","57213157672; 55272873300; 57222042000; 7101611943; 57224500637","Effect of design-based learning on elementary students computational thinking skills in visual programming maker course","2023","Interactive Learning Environments","31","6","","3633","3646","20","10.1080/10494820.2021.1938612","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107741906&doi=10.1080%2F10494820.2021.1938612&partnerID=40&md5=067727e4576c4a8f9da9adf5cb3cd464","Recently there has been a change in elementary curricula to focus on computational thinking, however, a good curriculum needs to be matched with good learning or teaching strategies. This study explores design-based learning (DBL) in elementary students to examine the development of computational thinking and to support knowledge construction in designing final products. An experimental design was used with 64 students; divided into experimental and control groups. The experimental group used a DBL approach with worksheets aimed at students designing their own final product design, while the control group was taught by the traditional approach with worksheets for redoing, practicing and designing their final product. Pre and posttests were used for data collection and evaluation scheme developed to score the final product. The finding showed no significant difference in the development of computational thinking between the two groups. However, there was a significant difference in designing the final product between the two groups. Therefore, DBL supported elementary students in designing the final product although redesigning curricula by integrating both teaching methods is suggested for the greater achievement of computational thinking. © 2021 Informa UK Limited, trading as Taylor & Francis Group.","computational-thinking; design-based learning; Elementary students; final product; teaching methods","","Article","Final","","Scopus","2-s2.0-85107741906"
"El-Hamamsy, L.; Zapata-Cáceres, M.; Marcelino, P.; Bruno, B.; Dehler-Zufferey, J.; Martín Barroso, E.; Román-González, M.","El-Hamamsy, Laila (57219702090); Zapata-Cáceres, María (57218095048); Marcelino, Pedro (57195591150); Bruno, Barbara (36922823500); Dehler-Zufferey, Jessica (56190615800); Martín Barroso, Estefanía X. (14822249200); Román-González, Marcos (57188680243)","57219702090; 57218095048; 57195591150; 36922823500; 56190615800; 14822249200; 57188680243","Comparing the psychometric properties of two primary school Computational Thinking (CT) assessments for grades 3 and 4: The Beginners' CT test (BCTt) and the competent CT test (cCTt)","2022","Frontiers in Psychology","13","","1082659","","","11","10.3389/fpsyg.2022.1082659","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144950056&doi=10.3389%2Ffpsyg.2022.1082659&partnerID=40&md5=f856bc2e2139384b853ea25cf28013ba","Introduction: With the increasing amount of research around Computational Thinking (CT) and endeavors introducing CT into curricula worldwide, assessing CT at all levels of formal education is of utmost importance to ensure that CT-related learning objectives are met. This has contributed to a progressive increase in the number of validated and reliable CT assessments for K-12, including primary school. Researchers and practitioners are thus required to choose among multiple instruments, often overlapping in their age validity. Methods: In this study, we compare the psychometric properties of two of these instruments: the Beginners' CT test (BCTt), developed for grades 1–6, and the competent CT test (cCTt), validated for grades 3–4. Classical Test Theory and Item Response Theory (IRT) were employed on data acquired from 575 students in grades 3–4 to compare the properties of the two instruments and refine the limits of their validity. Results: The findings (i) establish the detailed psychometric properties of the BCTt in grades 3–4 for the first time, and (ii) through a comparison with students from the same country, indicate that the cCTt should be preferred for grades 3–4 as the cCTt is able to discriminate between students of low and medium ability. Conversely, while the BCTt, which is easier, shows a ceiling effect, it is better suited to discriminate between students in the low ability range. For these grades, the BCTt can thus be employed as a screening mechanism to identify low ability students. Discussion: In addition to providing recomendations for use of these instruments, the findings highlight the importance of comparing the psychometric properties of existing assessments, so that researchers and practitioners, including teachers and policy makers involved in digital education curricular reforms, may take informed decisions when selecting assessments. © © 2022 El-Hamamsy, Zapata-Cáceres, Marcelino, Bruno, Dehler Zufferey, Martín-Barroso and Román-González.","assessment; Computational Thinking; developmental appropriateness; primary school; psychometrics; validation","","Article","Final","All Open Access; Gold Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85144950056"
"Hsu, T.-C.; Chen, M.-S.","Hsu, Tingchia (35173046500); Chen, Musheng (57806886500)","35173046500; 57806886500","The engagement of students when learning to use a personal audio classifier to control robot cars in a computational thinking board game","2022","Research and Practice in Technology Enhanced Learning","17","1","27","","","16","10.1186/s41039-022-00202-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134302129&doi=10.1186%2Fs41039-022-00202-1&partnerID=40&md5=69d810271ff82a569b3525aa5e7eb7e4","This research explored the creative thinking, learning achievement, and engagement of students when they integrated the application of the personal audio classifier (PAC) into the competition of a computational thinking (CT) board game (i.e., the experimental group), or did not integrate it into the competition but only collaborated with peers to test the function of the program which they had developed (i.e., the control group). The students had experienced popular speech recognition usage in their daily life, such as Siri and Google Assistant; therefore, this study developed instructional material for university freshmen to learn to develop their own artificial intelligence (AI) application (app) on a smart phone with PAC in MIT App Inventor. The PAC platform and the learning material cultivated students to train their own voice classification model, which is a form of supervised machine learning in the AI domain. The results showed that both groups, who had successfully trained computers to distinguish received voice commands with PAC receiving the human voice spectrogram via the cloud platform developed by MIT, made significant progress in their learning effectiveness in AI education. When the students employed the AI app on smartphones in the CT board game, the students’ voice commands could be classified, and then the corresponding command could be executed through the program to control the action of the robot car on the map, regardless of whether they were competing or not. This study not only successfully provided the students with simple AI learning material, but also cultivated their creative thinking, as identified in the survey of the computational thinking self-efficacy scale. During the process of completing a mobile phone application with AI, students should know and use the function of voice classification to achieve goals and expand their cognition of AI applications. This study concluded that the AI learning material for general students rather than students in the department of computer science facilitated the students’ engagement. © 2022, The Author(s).","Artificial intelligence education; Audio classifier; Board games; Computational thinking; Creative thinking; Engagement","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85134302129"
"Gandolfi, E.; Ferdig, R.E.; Clements, R.","Gandolfi, Enrico (57189241130); Ferdig, Richard Eugene (13411366400); Clements, Robert John (7102184233)","57189241130; 13411366400; 7102184233","Streaming code across audiences and performers: An analysis of computer science communities of inquiry on Twitch.tv","2022","British Journal of Educational Technology","53","6","","1688","1705","5","10.1111/bjet.13207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125202248&doi=10.1111%2Fbjet.13207&partnerID=40&md5=35856fa1ad06780540aecf41eea78d95","Live streaming platforms like Twitch.tv count millions of viewers and performers, pointing to novel practices and interactions. Instructional applications of this phenomenon are rising with thematic channels and shows aimed at teaching and debating a variety of subjects ranging from art to programming. However, few research publications have specifically explored trends in pedagogical strategies and learning behaviours of viewing audiences. This study responded to this need by analysing computer science shows on Twitch.tv. A total of 40 hours of live streaming were analysed within a Community of Inquiry framework using the concepts of social affordances, computational thinking, and teaching style. Data collected from both expert and novice streamers included streamers' actions, on-screen activity, and online discussions. Results pointed to specific tactics employed by both performers and viewers for exploring computer science issues and dynamics together, with instances of peer-tutoring, construed learning, and significant transparency, even when top-down instruction was staged. Practitioners notes What is already known about this topic Live streaming is a popular media practice all around the world, with Twitch.tv as the leading hosting platform. A rising number of live streaming shows are focusing on education and learning topics, from STEM to art. What this paper adds A first exploration of instructional streaming focused on computer science education. An analysis of best practices in instructional streaming in terms of community building, teaching style, and computational thinking processes. A better understanding of how communities of inquiry can be hosted on Twitch.tv. Implications for practice and/or policy Practitioners can harness this study's results for informing better educational streaming. Educators may refer to this article's highlights for selecting and evaluating educational streaming shows. Policy makers will be able to use this article's insights for monitoring and re-applying effective computer science activities in other educational environments. © 2022 British Educational Research Association.","21st century abilities; distance education and online learning; learning communities; social media","E-learning; Education computing; Media streaming; Students; 21st century ability; Community of inquiry; Computational thinkings; Distance education and online learning; Learning community; Live streaming; Online learning; Science community; Social media; Teaching styles; Social networking (online)","Article","Final","","Scopus","2-s2.0-85125202248"
"Tsai, F.-H.; Hsiao, H.-S.; Yu, K.-C.; Lin, K.-Y.","Tsai, Fuhsing (14032449600); Hsiao, Hsiensheng (7102028662); Yu, Kuangchao (14032409400); Lin, Kuenyi (36773119400)","14032449600; 7102028662; 14032409400; 36773119400","Development and effectiveness evaluation of a STEM-based game-design project for preservice primary teacher education","2022","International Journal of Technology and Design Education","32","5","","2403","2424","21","10.1007/s10798-021-09702-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114336359&doi=10.1007%2Fs10798-021-09702-5&partnerID=40&md5=ba95a906c84af0278230f4f72295087e","In order to reflect on the lack of developing content knowledge of technology education in Taiwan’s primary teacher education, the main aim of this study was to develop a STEM-based game-design project for helping preservice primary teachers acquire computational thinking concepts in a teacher education course and to evaluate its effectiveness. Preservice teachers were asked to develop a two-player educational game for primary students, using Scratch and Arduino microcontroller boards. All the finished games needed to be played by primary students and they were revised, in accordance with their feedback. To assess the learning effectiveness of the project, this study conducted pre-tests and post-tests to evaluate the improvement of the participants’ knowledge and attitudes. The research results indicate that this project not only helped preservice primary teachers develop workable educational games and Arduino-based game controllers, but that it also enabled them to improve their performance in computational thinking concepts, energy knowledge, and programming attitude. Most of the preservice primary teachers involved in the study were satisfied with this project activity. © 2021, The Author(s), under exclusive licence to Springer Nature B.V.","Game-design; Project-based learning; STEM; Teacher education","Curricula; Students; Teaching; Computational thinkings; Content knowledge; Design programs; Educational game; Effectiveness evaluation; Game design; Project based learning; STEM; Teacher education; Teachers'","Article","Final","","Scopus","2-s2.0-85114336359"
"Liu, Z.; Jeong, A.C.","Liu, Zhichun (57216655916); Jeong, Allan C. (9333231100)","57216655916; 9333231100","Connecting learning and playing: the effects of in-game cognitive supports on the development and transfer of computational thinking skills","2022","Educational Technology Research and Development","70","5","","1867","1891","13","10.1007/s11423-022-10145-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135267554&doi=10.1007%2Fs11423-022-10145-5&partnerID=40&md5=df55b44cf1f1c4ad690c12bb531dccac","Prior studies on game-based learning provide limited and mixed results in the transfer of skills learned during game play to contexts outside of the game. This study tested the effects of playing a blocked-based programming educational game implemented with in-game cognitive supports on students’ ability to learn and apply computational thinking (CT) skills in near and far transfer tasks. With 79 students randomly assigned to one of two conditions, the control group received basic game supports and the treatment group received cognitive supports in addition to the basic game supports. After two hours of total gameplay over the course of four days, both groups performed equally well, and students’ CT skills were improved significantly at the near transfer level but not at the far transfer level. Students in the control condition performed significantly better on far transfer compared to the students in the treatment condition. Regression analyses indicated that the overall use of the cognitive supports was infrequent, but the amount of time spent voluntarily using cognitive supports with help on goal setting and worked examples predicted far transfer performance. How students use the cognitive supports (subverting the use of cognitive support to conscientiously learn the computational skill by using them more as game cheat sheets) might explain these findings. Design implications and directions for future research on facilitating learning transfer with in-game supports are discussed. © 2022, Association for Educational Communications and Technology.","Cognitive supports; Computational thinking; Game-based learning; K-12; Learning transfer","","Article","Final","","Scopus","2-s2.0-85135267554"
"Yun, H.J.; Cho, J.","Yun, Hye-jin (57346262100); Cho, Jungwon (59502768800)","57346262100; 59502768800","Affective domain studies of K-12 computing education: a systematic review from a perspective on affective objectives","2022","Journal of Computers in Education","9","3","","477","514","10","10.1007/s40692-021-00211-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119440826&doi=10.1007%2Fs40692-021-00211-x&partnerID=40&md5=687910312bbc7270fb7e5adaa76cec6e","Interests in the affective domain of K-12 computing education (CE) are increasing. Affective factors play a big role in understanding students and their achievements. We can clarify the characteristics and hierarchy of affective factors as affective objectives with a perspective on educational objectives. This systematic review analyzes studies of affective factors in K-12 CE with a perspective on affective objectives. Using a keyword search and inclusion–exclusion criteria, 34 articles were retrieved. Findings show that annual publications are gradually increasing, particularly since 2008. For research purposes, studies for evaluation of inputs and outcomes and designing of teaching methods and educational systems were very common. From the perspective of affective objectives, the tendencies of the articles were analyzed by categorizing Krathwohl's classification into two types (affective activity and cognitive judge activities). Characteristics of each article were evaluated by analyzing the affective objective type, main affective factor type, and research purpose elements. We discussed three things as a result of this review: (1) the amount of research in the affective domain in K-12 CE; (2) study directions from the perspective of affective objectives; and (3) considerations for subject applications. We proposed developing an affective taxonomy suitable for CE as a future work. This review provides a new approach to comprehending the affective domain in K-12 CE and derives trends and implications from the retrieved studies. The findings can be useful information to educators and researchers seeking a variety of educational practices and new viewpoints in K-12 CE. © 2021, Beijing Normal University.","Affective objectives; Computational thinking; Computing education in school; K-12; Review; Taxonomy","","Article","Final","","Scopus","2-s2.0-85119440826"
"Weng, C.; Matere, I.M.; Hsia, C.-H.; Wang, M.-Y.; Weng, A.","Weng, Cathy (55272873300); Matere, Isaac Manyonge (57213157672); Hsia, Chih Hsien (7101611943); Wang, Mei Yen (57298060100); Weng, Apollo (55899651700)","55272873300; 57213157672; 7101611943; 57298060100; 55899651700","Effects of LEGO robotic on freshmen students' computational thinking and programming learning attitudes in Taiwan","2022","Library Hi Tech","40","4","","947","962","15","10.1108/LHT-01-2021-0027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117184472&doi=10.1108%2FLHT-01-2021-0027&partnerID=40&md5=ed6ad1d8250579e1557786adc597a5e9","Purpose: Advancements in technology require that everyone is skilled with computational thinking (CT), problem-solving and computer programming skills. This study aims to examine the development of CT in problem-solving skills (PSS) and programming learning attitude by integrating LEGO robotics kits in a project-based learning course. Design/methodology/approach: This study examines the development of CT in PSS and programming learning attitude by integrating LEGO robotics kits in a project-based learning course. This study consists of a single group pre-post-test research design with 32 freshmen university students. Quantitative and qualitative data were collected by pre-post-tests and recording of classroom discussions, respectively. Findings: Therefore, this finding implies that robotics can be used to develop CT in university students; however, there is a need for designing curricula with advanced robotic kits as artificial intelligence (AI) has become more prevalent. Hence, programming knowledge learned will help students to understand the application of robots in AI. Originality/value: The study creates educators' awareness that CT skills might be developed in freshmen university students through robotics. However, many still consider them toys rather than learning aids. © 2021, Emerald Publishing Limited.","Computational thinking; Problem-solving skill; Programming learning attitude; Project-based learning","","Article","Final","","Scopus","2-s2.0-85117184472"
"Chinchua, S.; Kantathanawat, T.; Tuntiwongwanich, S.","Chinchua, Siwalai (57854720000); Kantathanawat, Thiyaporn (57216901091); Tuntiwongwanich, Somkiat (55497065800)","57854720000; 57216901091; 55497065800","Increasing Programming Self-Efficacy (PSE) Through a Problem-Based Gamification Digital Learning Ecosystem (DLE) Model","2022","Journal of Higher Education Theory and Practice","22","9","","131","143","21","10.33423/jhetp.v22i9.5370","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136355121&doi=10.33423%2Fjhetp.v22i9.5370&partnerID=40&md5=78be3abe5e854958c8c74a459d59f790","The researchers initially undertook a systematic literature review concerning problem-based learning (PBL), gamification, digital learning ecosystems (DLE), and programming self-efficacy (PSE). Using recent studies and papers from Google Scholar, a preliminary gamified and DLE model was proposed to help Thai students PSE. Further analysis was conducted on gamification mechanics, dynamics, and aesthetics (MDA). After an assessment by nine educational experts using four educational assessment tools from the Joint Committee on Standards for Educational Evaluation (JCSEE) of the proposed seven-step A3S3R (advise, assign, analyze, search, synthesize, summarize, and report) DLE Management Model, the model’s suitability was judged to be ‘very high’ (mean = 4.40, SD = 0.59). Consequently, the development of this learning management model will result in learners recognizing their abilities better in programming and having better programming skills. It can also potentially increase students’ critical and analytical thinking skills and computational thinking and allow them to apply new knowledge or skills to new situations. Finally, researchers can develop new practical learning styles for use in teaching and learning. © 2022, North American Business Press. All rights reserved.","digital learning; gamification; problem-based learning; programming skills; Thailand","","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85136355121"
"Ezeamuzie, N.O.; Leung, J.S.C.; Ting, F.S.T.","Ezeamuzie, Ndudi Okechukwu (57226377562); Leung, Jessica Shuk Ching (56452352900); Ting, Fridolin Sze Thou (57210151107)","57226377562; 56452352900; 57210151107","Unleashing the Potential of Abstraction From Cloud of Computational Thinking: A Systematic Review of Literature","2022","Journal of Educational Computing Research","60","4","","877","905","21","10.1177/07356331211055379","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121139259&doi=10.1177%2F07356331211055379&partnerID=40&md5=c010bc5e08c095ca1030b1a11ea30a35","Although abstraction is widely understood to be one of the primary components of computational thinking, the roots of abstraction may be traced back to different fields. Hence, the meaning of abstraction in the context of computational thinking is often confounded, as researchers interpret abstraction through diverse lenses. To disentangle these conceptual threads and gain insight into the operationalisation of abstraction, a systematic review of 96 empirical studies was undertaken. Analysis revealed that identifying features of entities, extracting relevant features, discovering patterns, creating rules and assembling the parts together were the core actions of abstraction. With the primary aim of simplifying practical procedures, abstraction was operationalised as the sophistication of a program, the matching of patterns, the creation of alternative representations, the transfer of solutions, the measurement of a learner’s activity and reading program codes. There is an obvious need for researchers to align the conceptual meanings they have established of abstraction with the practical facts of operationalisation. The need to empirically validate emerging models and the implications for future research are discussed. © The Author(s) 2021.","abstraction; computational thinking; decomposition; generalisation; problem-solving","","Article","Final","","Scopus","2-s2.0-85121139259"
"Yang, D.; Kopcha, T.J.","Yang, Dayae (60028851600); Kopcha, Theodore J. (22834805700)","60028851600; 22834805700","DESIGNING A BOARD GAME FOR BEGINNING BLOCK-BASED PROGRAMMERS","2022","International Journal of Designs for Learning","13","1","","35","45","0","10.14434/ijdl.v13i1.32211","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012538413&doi=10.14434%2Fijdl.v13i1.32211&partnerID=40&md5=d0e20e5dad99c94296d7396dbdc18d16","Computer programming has become an essential part of K12 education, promoted as a way for students to engage in computational thinking that helps develop students’ ability to analyze and solve problems and prepare them for future careers. Tabletop board games are seen as an effective means to help students learn computer programming. Several board games have been developed for teaching computer science to novice students. Still, many are dominated by simple pathfinding movements lacking comprehensive use of various computer programming concepts or have a considerable gap between the game dynamics and the actual coding that takes place on the computer. This paper presents a design case in which we used Kalmpourtzis’ (2018) elements of educational game design (game elements, learning, and players) to develop a board game that engages players who are learning block-based computer programming. We present the four major prototypes and the challenges for each step. Then, we highlight three main areas in which our design process offers implications for the design of educational board games. © 2022 by the International Journal of Designs for Learning, a publication of the Association of Educational Communications and Technology. (AECT).","","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-105012538413"
